,property_id,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
10475,20402315,9940,419000,HOUSE,HOUSE,3,160.0,0.0,0,25.0,0.0,3.0,0,440.0,UNKNOWN,GOOD
10476,20400618,9940,360000,APARTMENT,GROUND_FLOOR,2,103.0,0.0,0,36.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10477,20402842,4800,145000,HOUSE,HOUSE,5,171.0,0.0,0,22.0,0.0,2.0,1,64.0,INSTALLED,TO_BE_DONE_UP
10478,20400623,9280,249000,APARTMENT,APARTMENT,2,85.0,0.0,0,12.0,0.0,0.0,0,0.0,INSTALLED,JUST_RENOVATED
10479,20402317,9052,478000,HOUSE,HOUSE,3,157.0,0.0,1,21.0,0.0,4.0,0,750.0,SEMI_EQUIPPED,TO_RENOVATE
10480,20400608,9940,360000,APARTMENT,GROUND_FLOOR,2,103.0,0.0,0,21.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10481,20366976,8580,135000,APARTMENT,APARTMENT,2,77.0,0.0,0,9.0,9.0,3.0,0,0.0,UNKNOWN,AS_NEW
10482,20371742,8580,145000,APARTMENT,APARTMENT,1,46.0,0.0,0,10.0,0.0,2.0,0,0.0,UNKNOWN,GOOD
10483,20402770,9052,367726,APARTMENT,APARTMENT,1,124.0,0.0,0,10.0,0.0,3.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10484,20400611,9940,410000,APARTMENT,GROUND_FLOOR,3,146.0,0.0,0,29.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10485,20402741,9052,419368,APARTMENT,APARTMENT,2,99.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10486,20362877,4430,260000,HOUSE,HOUSE,3,136.0,0.0,0,5.0,40.0,2.0,1,157.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10487,20402815,9052,429172,APARTMENT,APARTMENT,2,100.0,0.0,0,12.0,0.0,3.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10488,20402766,9052,393300,APARTMENT,APARTMENT,2,91.0,0.0,0,11.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10489,20400672,9940,410000,APARTMENT,GROUND_FLOOR,3,146.0,0.0,0,29.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10490,20373218,8580,195000,HOUSE,HOUSE,2,110.0,0.0,0,12.0,12.0,2.0,0,85.0,UNKNOWN,GOOD
10491,20402761,9052,390260,APARTMENT,APARTMENT,2,92.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10492,20402767,9052,301948,APARTMENT,APARTMENT,1,69.0,0.0,0,9.0,0.0,3.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10493,20400667,9940,360000,APARTMENT,GROUND_FLOOR,2,103.0,0.0,0,21.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10494,20402771,9052,419368,APARTMENT,APARTMENT,2,99.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10495,11426334,4430,170000,HOUSE,HOUSE,3,110.0,0.0,0,15.0,0.0,4.0,1,219.0,UNKNOWN,UNKNOWN
10496,20402778,9052,349000,HOUSE,HOUSE,2,125.0,0.0,0,20.0,180.0,3.0,1,265.0,INSTALLED,GOOD
10497,20325842,2220,498000,HOUSE,HOUSE,4,230.0,0.0,0,28.0,0.0,4.0,0,932.0,UNKNOWN,GOOD
10498,20402365,6700,185000,APARTMENT,APARTMENT,2,90.0,0.0,0,12.0,0.0,4.0,1,0.0,UNKNOWN,UNKNOWN
10500,20402134,9250,429000,HOUSE,HOUSE,3,185.0,0.0,0,24.0,0.0,3.0,0,291.0,INSTALLED,GOOD
10503,20250811,9100,249000,APARTMENT,APARTMENT,2,90.0,0.0,0,7.0,0.0,2.0,0,0.0,INSTALLED,GOOD
10504,11041426,9550,449000,HOUSE,HOUSE,6,315.0,0.0,0,36.0,365.0,3.0,1,535.0,USA_HYPER_EQUIPPED,AS_NEW
10505,11431256,1770,209000,HOUSE,HOUSE,2,130.0,0.0,0,20.0,0.0,2.0,1,125.0,INSTALLED,GOOD
10506,11257366,3020,501659,HOUSE,HOUSE,3,198.0,0.0,0,25.0,0.0,4.0,0,860.0,INSTALLED,UNKNOWN
10507,20332743,1770,549000,HOUSE,BUNGALOW,3,159.0,0.0,0,21.0,0.0,4.0,0,1256.0,HYPER_EQUIPPED,GOOD
10508,20140066,1770,399000,HOUSE,HOUSE,4,180.0,0.0,0,30.0,45.0,3.0,0,255.0,UNKNOWN,JUST_RENOVATED
10510,20313885,1770,625000,HOUSE,VILLA,4,180.0,0.0,0,22.75,0.0,4.0,0,542.0,HYPER_EQUIPPED,AS_NEW
10512,20168517,9900,299000,APARTMENT,APARTMENT,2,84.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
10515,20402845,8870,315000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,3.0,0,493.0,UNKNOWN,GOOD
10516,20402125,2480,329000,HOUSE,HOUSE,4,227.0,0.0,0,26.0,0.0,3.0,0,1436.0,USA_INSTALLED,AS_NEW
10517,20340750,3080,685241,HOUSE,HOUSE,3,208.0,0.0,0,25.0,0.0,4.0,0,781.0,INSTALLED,UNKNOWN
10518,20402393,8620,240000,HOUSE,HOUSE,3,140.0,0.0,0,20.0,10.0,4.0,0,85.0,UNKNOWN,GOOD
10519,20400550,2480,275000,HOUSE,HOUSE,4,164.0,0.0,1,21.0,0.0,4.0,0,780.0,SEMI_EQUIPPED,TO_RENOVATE
10520,20366637,6040,199990,HOUSE,HOUSE,5,267.0,0.0,0,20.0,90.0,2.0,0,150.0,HYPER_EQUIPPED,UNKNOWN
10521,20402205,6040,188000,HOUSE,HOUSE,2,73.0,0.0,0,73.0,0.0,2.0,0,444.0,INSTALLED,UNKNOWN
10522,20208126,8620,435000,APARTMENT,APARTMENT,2,80.0,1.0,0,12.0,0.0,0.0,0,0.0,INSTALLED,GOOD
10523,20366336,3583,475000,HOUSE,HOUSE,3,190.0,0.0,0,28.0,0.0,3.0,0,528.0,UNKNOWN,AS_NEW
10524,20248023,5080,349000,HOUSE,HOUSE,3,172.0,0.0,0,22.0,0.0,0.0,0,1300.0,INSTALLED,TO_BE_DONE_UP
10525,20299125,3640,398681,HOUSE,HOUSE,3,161.0,0.0,0,21.0,0.0,4.0,0,513.0,UNKNOWN,UNKNOWN
10526,20360065,2640,299000,HOUSE,TOWN_HOUSE,2,132.0,0.0,0,20.0,0.0,2.0,0,70.0,INSTALLED,GOOD
10527,11284985,3583,425000,HOUSE,HOUSE,3,168.0,0.0,0,21.0,0.0,3.0,0,762.0,UNKNOWN,AS_NEW
10528,20355522,3640,358171,HOUSE,HOUSE,3,190.0,0.0,0,24.0,0.0,4.0,0,491.0,UNKNOWN,UNKNOWN
10529,20203985,3583,320000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,1.0,3.0,1,618.0,UNKNOWN,TO_BE_DONE_UP
10531,11284986,3583,425000,HOUSE,HOUSE,3,168.0,0.0,0,21.0,0.0,3.0,0,725.0,UNKNOWN,AS_NEW
10532,20384807,3590,290000,HOUSE,HOUSE,3,178.0,0.0,0,22.0,1450.0,4.0,0,1703.0,UNKNOWN,TO_BE_DONE_UP
10534,20298770,3640,398272,HOUSE,HOUSE,3,175.0,0.0,0,22.0,0.0,4.0,0,492.0,UNKNOWN,UNKNOWN
10535,20292148,6870,350000,HOUSE,HOUSE,5,267.0,0.0,0,30.0,1.0,4.0,1,1140.0,UNKNOWN,AS_NEW
10536,20381040,3980,310000,HOUSE,HOUSE,3,187.0,0.0,0,24.0,0.0,3.0,0,834.0,HYPER_EQUIPPED,GOOD
10537,20298296,3980,535470,APARTMENT,APARTMENT,2,130.0,0.0,0,40.0,1.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10538,20298771,3640,334457,HOUSE,HOUSE,3,154.0,0.0,0,21.0,0.0,3.0,0,361.0,UNKNOWN,UNKNOWN
10539,20344219,3583,549000,HOUSE,HOUSE,4,242.0,0.0,0,30.0,336.0,4.0,0,662.0,UNKNOWN,AS_NEW
10541,20220997,3590,299000,APARTMENT,APARTMENT,2,100.0,0.0,0,9.0,0.0,0.0,0,0.0,INSTALLED,GOOD
10542,20354866,3590,289000,HOUSE,HOUSE,3,267.0,0.0,0,30.0,0.0,4.0,1,759.0,UNKNOWN,UNKNOWN
10543,11456183,6870,170000,HOUSE,HOUSE,4,185.0,0.0,0,15.0,0.0,3.0,0,372.0,NOT_INSTALLED,UNKNOWN
10544,20110884,6870,375000,APARTMENT,APARTMENT,4,205.0,0.0,0,25.0,0.0,3.0,0,0.0,INSTALLED,GOOD
10545,20347417,3590,395000,HOUSE,HOUSE,5,250.0,0.0,0,30.0,0.0,4.0,0,1278.0,INSTALLED,GOOD
10546,20257295,3583,475000,HOUSE,HOUSE,3,246.0,0.0,0,30.0,0.0,4.0,0,1177.0,UNKNOWN,AS_NEW
10547,20381739,3980,269000,HOUSE,HOUSE,3,180.0,0.0,0,23.0,0.0,0.0,0,327.0,INSTALLED,GOOD
10548,20368577,5080,160000,HOUSE,HOUSE,3,110.0,0.0,0,1.0,1.0,3.0,1,510.0,UNKNOWN,TO_RENOVATE
10549,20291523,7822,450000,HOUSE,HOUSE,5,320.0,0.0,1,40.0,2000.0,3.0,0,1300.0,SEMI_EQUIPPED,GOOD
10550,20393407,2845,315000,APARTMENT,APARTMENT,2,99.0,0.0,0,9.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
10551,20256923,3583,389000,HOUSE,HOUSE,3,162.0,0.0,0,21.0,0.0,4.0,0,1200.0,UNKNOWN,GOOD
10552,20095130,3640,320772,HOUSE,HOUSE,3,140.0,0.0,0,20.0,0.0,3.0,0,280.0,UNKNOWN,UNKNOWN
10553,11024183,3980,364375,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,4.0,1,245.0,UNKNOWN,UNKNOWN
10554,20011527,2640,289000,APARTMENT,APARTMENT,1,76.0,0.0,0,11.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,JUST_RENOVATED
10555,11319674,7822,450000,HOUSE,MIXED_USE_BUILDING,2,280.0,0.0,0,80.0,500.0,4.0,1,1507.0,INSTALLED,AS_NEW
10556,20318140,2640,219000,APARTMENT,APARTMENT,2,81.0,0.0,0,11.0,0.0,2.0,0,0.0,INSTALLED,GOOD
10557,11281864,3980,399000,HOUSE,BUNGALOW,4,246.0,0.0,0,30.0,586.0,4.0,0,860.0,UNKNOWN,JUST_RENOVATED
10558,20398687,3980,325000,HOUSE,HOUSE,2,130.0,0.0,0,20.0,0.0,0.0,0,540.0,INSTALLED,JUST_RENOVATED
10560,20051610,3980,344125,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,4.0,0,245.0,UNKNOWN,UNKNOWN
10561,20395783,3590,379900,HOUSE,HOUSE,6,230.0,0.0,0,28.0,0.0,0.0,0,1375.0,INSTALLED,UNKNOWN
10562,20347308,2310,425000,HOUSE,HOUSE,4,160.0,0.0,0,24.0,800.0,4.0,1,904.0,SEMI_EQUIPPED,GOOD
10563,20235402,3980,269000,HOUSE,HOUSE,0,195.0,0.0,0,25.0,0.0,0.0,0,707.0,UNKNOWN,TO_RENOVATE
10564,20355672,3590,269000,HOUSE,HOUSE,4,154.0,0.0,0,21.0,0.0,3.0,0,834.0,SEMI_EQUIPPED,TO_RENOVATE
10565,20311583,5080,119000,APARTMENT,APARTMENT,1,40.0,0.0,0,10.0,0.0,3.0,1,0.0,INSTALLED,GOOD
10566,20104260,6870,165000,APARTMENT,APARTMENT,3,152.0,0.0,0,21.0,0.0,4.0,0,0.0,UNKNOWN,UNKNOWN
10567,10804354,7822,296100,HOUSE,HOUSE,3,132.0,0.0,0,20.0,0.0,4.0,0,325.0,UNKNOWN,UNKNOWN
10568,20342082,7822,180000,HOUSE,HOUSE,2,223.0,0.0,0,25.0,0.0,3.0,1,0.0,NOT_INSTALLED,TO_RENOVATE
10569,20297124,2640,369000,APARTMENT,APARTMENT,3,130.0,0.0,0,9.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
10570,20264437,6870,197775,APARTMENT,APARTMENT,2,100.0,0.0,0,13.0,1.0,2.0,1,0.0,UNKNOWN,UNKNOWN
10572,20390894,2310,449000,HOUSE,HOUSE,4,201.0,0.0,0,25.0,0.0,2.0,0,606.0,HYPER_EQUIPPED,AS_NEW
10573,20311405,2845,279000,HOUSE,HOUSE,3,124.0,0.0,0,20.0,0.0,2.0,0,90.0,INSTALLED,GOOD
10574,20298280,3980,379064,APARTMENT,APARTMENT,2,104.0,0.0,0,13.0,1.0,3.0,1,0.0,HYPER_EQUIPPED,AS_NEW
10576,20254516,6870,284995,HOUSE,HOUSE,3,160.0,0.0,0,1.0,1.0,4.0,1,1074.0,INSTALLED,UNKNOWN
10577,11017244,3980,430000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,4.0,1,0.0,UNKNOWN,UNKNOWN
10578,20318138,2640,199000,APARTMENT,APARTMENT,2,79.0,0.0,0,11.0,0.0,2.0,0,0.0,INSTALLED,GOOD
10579,10979216,6870,213180,APARTMENT,APARTMENT,2,92.0,0.0,0,8.0,0.0,0.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10580,20339874,2310,449000,HOUSE,HOUSE,4,191.0,0.0,0,24.0,0.0,3.0,1,508.0,HYPER_EQUIPPED,GOOD
10581,20192476,7822,190000,HOUSE,HOUSE,4,221.0,0.0,1,25.0,0.0,4.0,0,1195.0,UNKNOWN,TO_RESTORE
10582,11091422,3590,329000,APARTMENT,APARTMENT,2,142.0,0.0,0,20.0,0.0,3.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
10583,11447455,2310,345000,APARTMENT,APARTMENT,2,98.0,0.0,0,25.0,0.0,0.0,0,0.0,INSTALLED,UNKNOWN
10584,20291485,2310,295000,APARTMENT,APARTMENT,1,88.0,0.0,0,7.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10585,20011490,2640,359000,APARTMENT,APARTMENT,2,110.0,0.0,0,40.0,0.0,2.0,0,0.0,INSTALLED,GOOD
10586,20298436,3640,341237,HOUSE,HOUSE,3,154.0,0.0,0,21.0,0.0,3.0,0,431.0,UNKNOWN,UNKNOWN
10587,20287454,2310,395000,HOUSE,HOUSE,4,259.0,0.0,0,30.0,200.0,3.0,0,715.0,UNKNOWN,TO_RENOVATE
10588,20094656,7822,380000,HOUSE,HOUSE,4,180.0,0.0,1,23.0,0.0,0.0,0,1500.0,UNKNOWN,GOOD
10590,20282571,7822,255000,APARTMENT,APARTMENT,2,70.0,0.0,0,13.0,0.0,0.0,0,0.0,NOT_INSTALLED,UNKNOWN
10591,20372432,2845,199000,APARTMENT,SERVICE_FLAT,1,64.0,0.0,0,10.0,0.0,0.0,0,0.0,INSTALLED,AS_NEW
10592,20269674,6870,99000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD
10593,20330053,2310,589000,HOUSE,HOUSE,5,308.0,0.0,0,36.0,0.0,4.0,1,0.0,UNKNOWN,UNKNOWN
10594,20298435,3640,334677,HOUSE,HOUSE,3,154.0,0.0,0,21.0,0.0,3.0,0,362.0,UNKNOWN,UNKNOWN
10596,9590039,7822,189000,HOUSE,HOUSE,2,161.0,1.0,0,21.0,0.0,2.0,1,77.0,INSTALLED,AS_NEW
10597,20377196,2845,299000,HOUSE,MIXED_USE_BUILDING,4,336.0,0.0,0,40.0,0.0,2.0,0,270.0,HYPER_EQUIPPED,UNKNOWN
10599,20336827,2310,319000,HOUSE,HOUSE,4,210.0,0.0,0,25.0,0.0,3.0,0,348.0,UNKNOWN,TO_RENOVATE
10600,11449479,7822,335000,HOUSE,VILLA,3,180.0,0.0,0,23.0,0.0,4.0,0,1308.0,UNKNOWN,GOOD
10601,20388409,5080,299000,HOUSE,HOUSE,4,142.0,0.0,1,30.0,0.0,3.0,0,250.0,INSTALLED,UNKNOWN
10602,20184860,2640,235000,APARTMENT,APARTMENT,2,121.0,0.0,0,20.0,0.0,2.0,0,0.0,INSTALLED,GOOD
10603,20358649,2640,275000,APARTMENT,GROUND_FLOOR,1,89.0,0.0,0,16.0,100.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED
10604,20338876,2845,269000,HOUSE,HOUSE,3,124.0,0.0,0,20.0,0.0,2.0,0,69.0,INSTALLED,GOOD
10605,20184865,2640,269000,APARTMENT,APARTMENT,1,76.0,0.0,0,11.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,JUST_RENOVATED
10606,20360082,2640,549000,HOUSE,APARTMENT_BLOCK,6,255.0,0.0,0,30.0,0.0,2.0,0,332.0,SEMI_EQUIPPED,GOOD
10609,20356126,2382,465000,HOUSE,VILLA,3,195.0,0.0,0,25.0,0.0,4.0,0,795.0,UNKNOWN,UNKNOWN
10610,20358577,2060,215000,HOUSE,HOUSE,3,158.0,0.0,0,21.0,0.0,2.0,0,58.0,SEMI_EQUIPPED,TO_RENOVATE
10611,20281125,2627,399000,APARTMENT,APARTMENT,3,116.0,0.0,0,10.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10612,20318515,2150,459000,HOUSE,HOUSE,4,212.0,0.0,0,25.0,344.0,3.0,0,488.0,UNKNOWN,GOOD
10613,20379190,1460,470000,HOUSE,HOUSE,3,150.0,0.0,0,20.0,0.0,3.0,1,739.0,UNKNOWN,GOOD
10614,20318147,2547,525000,HOUSE,HOUSE,4,187.0,0.0,0,24.0,0.0,3.0,0,330.0,INSTALLED,GOOD
10615,11463378,2382,698000,HOUSE,HOUSE,3,250.0,0.0,0,30.0,0.0,4.0,0,1720.0,UNKNOWN,UNKNOWN
10617,20296039,2627,749000,HOUSE,HOUSE,4,266.0,0.0,0,30.0,0.0,4.0,0,756.0,HYPER_EQUIPPED,UNKNOWN
10619,20195834,2382,495000,HOUSE,HOUSE,4,250.0,0.0,0,30.0,0.0,4.0,0,1800.0,UNKNOWN,UNKNOWN
10620,11436337,2627,495000,HOUSE,HOUSE,3,158.0,0.0,0,21.0,0.0,3.0,0,203.0,HYPER_EQUIPPED,AS_NEW
10621,20350247,2627,310000,APARTMENT,DUPLEX,3,140.0,0.0,0,20.0,95.0,3.0,1,0.0,UNKNOWN,UNKNOWN
10622,20290665,2547,319000,APARTMENT,APARTMENT,2,80.0,0.0,0,10.0,0.0,4.0,0,0.0,INSTALLED,UNKNOWN
10623,20378977,1460,450000,HOUSE,HOUSE,4,174.0,0.0,0,22.0,0.0,3.0,1,574.0,UNKNOWN,GOOD
10624,20316035,2381,289000,HOUSE,HOUSE,5,250.0,0.0,0,30.0,0.0,4.0,0,675.0,UNKNOWN,UNKNOWN
10625,20265694,1460,440000,HOUSE,HOUSE,3,162.0,0.0,0,21.0,0.0,2.0,1,257.0,UNKNOWN,GOOD
10627,20382936,1640,735000,HOUSE,VILLA,4,160.0,0.0,0,21.0,0.0,4.0,0,1100.0,UNKNOWN,GOOD
10628,20378927,1460,460000,HOUSE,HOUSE,3,174.0,0.0,0,22.0,0.0,3.0,1,457.0,UNKNOWN,GOOD
10629,11432100,2627,299000,HOUSE,HOUSE,2,155.0,0.0,0,21.0,0.0,3.0,0,274.0,UNKNOWN,UNKNOWN
10632,20298180,2627,219000,APARTMENT,APARTMENT,2,84.0,0.0,0,12.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10633,20212726,1460,345000,HOUSE,VILLA,3,125.0,0.0,0,20.0,800.0,4.0,1,910.0,INSTALLED,TO_BE_DONE_UP
10634,20350478,2627,349000,APARTMENT,APARTMENT,3,107.0,0.0,0,30.0,0.0,0.0,0,0.0,HYPER_EQUIPPED,UNKNOWN
10635,20139118,2150,247000,APARTMENT,APARTMENT,2,88.0,0.0,0,8.0,0.0,0.0,1,0.0,INSTALLED,GOOD
10636,11436338,2627,464500,HOUSE,HOUSE,3,155.0,0.0,0,21.0,0.0,2.0,0,178.0,HYPER_EQUIPPED,AS_NEW
10637,20265755,1460,440000,HOUSE,HOUSE,3,160.0,0.0,0,21.0,0.0,2.0,1,274.0,UNKNOWN,GOOD
10638,20348535,2547,495000,HOUSE,HOUSE,3,144.0,0.0,0,12.0,545.0,4.0,1,680.0,SEMI_EQUIPPED,UNKNOWN
10640,20358138,2060,375000,APARTMENT,DUPLEX,1,107.0,0.0,0,14.0,0.0,2.0,0,0.0,UNKNOWN,GOOD
10641,20231058,2150,349000,APARTMENT,GROUND_FLOOR,3,125.0,0.0,0,11.0,190.0,2.0,0,0.0,USA_SEMI_EQUIPPED,UNKNOWN
10642,20358576,2060,229000,APARTMENT,APARTMENT,2,89.0,0.0,0,25.0,0.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED
10644,20159023,2547,375000,HOUSE,HOUSE,3,135.0,0.0,0,20.0,0.0,3.0,0,316.0,INSTALLED,GOOD
10645,20259707,1540,395000,HOUSE,HOUSE,3,208.0,0.0,0,25.0,0.0,4.0,0,1108.0,UNKNOWN,TO_BE_DONE_UP
10646,20121276,1460,470000,HOUSE,HOUSE,4,186.0,0.0,0,24.0,0.0,3.0,1,476.0,UNKNOWN,GOOD
10647,20132739,2381,339272,HOUSE,HOUSE,4,159.0,0.0,0,17.0,237.0,3.0,0,237.0,UNKNOWN,AS_NEW
10648,20341768,2547,599000,HOUSE,HOUSE,5,254.0,0.0,0,30.0,0.0,4.0,0,832.0,UNKNOWN,GOOD
10649,20273433,2547,274000,APARTMENT,DUPLEX,2,100.0,0.0,0,22.0,0.0,3.0,0,0.0,UNKNOWN,GOOD
10651,11369701,1540,430000,HOUSE,HOUSE,3,116.0,1.0,0,20.0,70.0,2.0,0,135.0,HYPER_EQUIPPED,AS_NEW
10653,20176693,2150,320000,APARTMENT,APARTMENT,2,90.0,0.0,0,4.0,0.0,0.0,0,0.0,INSTALLED,UNKNOWN
10654,20281124,2627,389000,APARTMENT,APARTMENT,2,105.0,0.0,0,10.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10655,20318522,2150,245000,APARTMENT,SERVICE_FLAT,1,56.0,0.0,0,10.0,0.0,4.0,0,0.0,INSTALLED,UNKNOWN
10656,20328351,1540,469000,HOUSE,HOUSE,3,192.0,0.0,0,24.0,0.0,3.0,0,884.0,UNKNOWN,GOOD
10657,20378982,1460,450000,HOUSE,HOUSE,3,182.0,0.0,0,24.0,0.0,3.0,1,503.0,UNKNOWN,GOOD
10659,20299680,1640,465000,HOUSE,HOUSE,4,157.0,0.0,0,21.0,260.0,3.0,0,439.0,SEMI_EQUIPPED,TO_BE_DONE_UP
10660,20292971,2381,457000,HOUSE,HOUSE,5,246.0,0.0,0,16.0,0.0,2.0,1,210.0,UNKNOWN,AS_NEW
10661,20132740,2381,339672,HOUSE,HOUSE,4,159.0,0.0,0,17.0,239.0,3.0,0,239.0,UNKNOWN,AS_NEW
10662,20378978,1460,480000,HOUSE,HOUSE,3,161.0,0.0,0,21.0,0.0,3.0,1,600.0,UNKNOWN,GOOD
10664,20358615,2060,180000,APARTMENT,APARTMENT,2,75.0,0.0,0,10.0,0.0,2.0,0,0.0,INSTALLED,JUST_RENOVATED
10665,11369700,1540,430000,HOUSE,HOUSE,3,116.0,0.0,0,20.0,70.0,3.0,0,175.0,HYPER_EQUIPPED,AS_NEW
10667,20358758,2627,249000,HOUSE,HOUSE,4,151.0,0.0,0,8.0,61.0,2.0,1,166.0,INSTALLED,TO_RENOVATE
10669,20342463,3450,390000,HOUSE,HOUSE,5,160.0,0.0,0,21.0,0.0,4.0,0,1581.0,NOT_INSTALLED,JUST_RENOVATED
10670,20358590,2060,579000,APARTMENT,APARTMENT,4,129.0,0.0,0,20.0,0.0,2.0,0,0.0,USA_INSTALLED,GOOD
10673,20296142,1640,745000,HOUSE,VILLA,3,176.0,0.0,0,22.0,0.0,4.0,0,700.0,UNKNOWN,AS_NEW
10675,20358901,2060,585000,HOUSE,HOUSE,3,241.0,0.0,0,18.0,22.0,2.0,0,120.0,INSTALLED,JUST_RENOVATED
10677,20392316,2060,137500,APARTMENT,FLAT_STUDIO,1,33.0,0.0,0,5.0,0.0,2.0,1,0.0,INSTALLED,GOOD
10679,11480275,1540,509000,HOUSE,HOUSE,3,209.0,0.0,0,25.0,1.0,3.0,1,294.0,INSTALLED,AS_NEW
10680,20274554,2060,259000,APARTMENT,APARTMENT,2,65.0,0.0,0,10.0,0.0,2.0,1,0.0,USA_HYPER_EQUIPPED,AS_NEW
10681,20349166,1640,349000,HOUSE,HOUSE,4,135.0,0.0,0,20.0,760.0,3.0,1,855.0,UNKNOWN,GOOD
10683,20358584,2060,449000,APARTMENT,APARTMENT,4,129.0,0.0,0,20.0,0.0,2.0,0,0.0,USA_INSTALLED,GOOD
10684,20369938,1540,599671,HOUSE,EXCEPTIONAL_PROPERTY,3,205.0,0.0,0,25.0,0.0,4.0,0,590.0,HYPER_EQUIPPED,AS_NEW
10685,11369703,1540,498000,HOUSE,HOUSE,4,215.0,0.0,0,25.0,0.0,2.0,0,90.0,HYPER_EQUIPPED,AS_NEW
10686,20348536,2150,495000,HOUSE,HOUSE,3,210.0,0.0,1,50.0,300.0,2.0,1,414.0,INSTALLED,GOOD
10687,20318517,2150,179000,APARTMENT,APARTMENT,2,71.0,0.0,0,10.0,0.0,2.0,0,0.0,INSTALLED,GOOD
10688,11369704,1540,488000,HOUSE,HOUSE,4,177.0,0.0,0,25.0,0.0,3.0,0,144.0,HYPER_EQUIPPED,AS_NEW
10689,20362830,2150,235000,APARTMENT,SERVICE_FLAT,1,56.0,0.0,0,4.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10691,20265343,2150,319000,APARTMENT,GROUND_FLOOR,2,83.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,AS_NEW
10693,20334846,4480,130000,HOUSE,HOUSE,4,161.0,0.0,0,19.0,32.0,2.0,1,158.0,NOT_INSTALLED,TO_RENOVATE
10694,20265642,9308,165000,HOUSE,HOUSE,1,120.0,0.0,0,18.0,0.0,2.0,0,0.0,INSTALLED,UNKNOWN
10695,20236438,9308,299000,HOUSE,HOUSE,4,170.0,0.0,0,22.0,0.0,3.0,0,1316.0,SEMI_EQUIPPED,TO_RENOVATE
10697,20395948,9112,625000,HOUSE,HOUSE,3,225.0,0.0,0,26.0,1.0,3.0,1,1075.0,UNKNOWN,UNKNOWN
10698,11469634,9112,299000,HOUSE,HOUSE,3,160.0,0.0,0,21.0,0.0,3.0,0,708.0,UNKNOWN,TO_RENOVATE
10700,20338566,9308,280000,APARTMENT,APARTMENT,2,80.0,0.0,0,15.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW
10701,20193074,9473,285000,HOUSE,HOUSE,2,133.0,0.0,0,20.0,0.0,3.0,1,300.0,UNKNOWN,TO_BE_DONE_UP
10702,11472831,9112,671800,HOUSE,HOUSE,4,205.0,0.0,0,25.0,0.0,4.0,0,895.0,UNKNOWN,UNKNOWN
10703,20159858,9473,255000,APARTMENT,APARTMENT,2,98.0,0.0,0,2.0,0.0,4.0,1,0.0,INSTALLED,GOOD
10704,20374820,9112,349000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,170.0,0.0,0,486.0,UNKNOWN,GOOD
10705,11408076,9031,198000,APARTMENT,APARTMENT,2,81.0,0.0,0,11.0,0.0,2.0,0,0.0,UNKNOWN,GOOD
